ID_REF,GSM2407549,GSM2407550,GSM2407551,GSM2407552,GSM2407553,GSM2407554,GSM2407555,GSM2407556,GSM2407557,GSM2407558,GSM2407559,GSM2407560,GSM2407561,GSM2407562,GSM2407563,GSM2407564,GSM2407565,GSM2407566,GSM2407567,GSM2407568,GSM2407569,GSM2407570,GSM2407571,GSM2407572,GSM2407573
20506802,0.924587,1.11142,1.74917,1.27688,0.886157,0.846385,1.08473,0.94261,0.671996,1.49313,1.65628,1.33922,0.945135,2.11868,1.22361,1.01956,0.776072,0.851911,0.631024,1.00416,0.91916,1.04841,1.17788,2.22033,0.783664
20506803,1.24307,1.77572,0.704488,1.60824,1.70001,1.49016,1.36449,1.56962,1.32016,0.840073,1.63505,1.46821,2.65092,1.17046,1.48259,1.00943,1.30331,1.13711,1.45291,1.61075,2.21346,1.40407,0.606844,0.971496,1.27058
20506808,0.603686,0.630321,1.12194,0.394681,0.572254,0.501816,0.716031,0.465585,0.456876,1.36493,0.631322,0.768623,0.330034,0.506655,0.898821,0.568575,0.806485,0.694175,0.65216,0.739501,0.581057,1.00764,0.842655,0.839291,1.08008
20506809,0.615794,0.636074,0.874295,0.841069,0.532785,0.870003,0.646868,0.61578,0.794959,0.371646,0.892918,0.650196,0.45545,1.21584,0.97145,1.69766,0.696845,0.549216,0.544538,0.35833,0.425562,0.457197,0.697829,0.897809,0.697435
20506810,0.398852,0.981742,1.38368,0.796994,0.60233,0.890955,1.09625,0.854987,0.826456,0.726666,0.953742,0.840974,1.28567,0.997868,1.08392,0.896599,0.954118,1.17224,1.01707,1.16162,0.924829,0.93596,1.02844,1.58561,0.977517
20506811,0.793356,0.407924,0.543719,0.419608,0.409424,0.426848,0.469119,0.769224,0.711686,0.38911,1.14262,0.38911,0.402035,0.580744,0.232826,0.790413,0.553222,0.156333,0.362545,0.395146,0.216476,0.647095,0.900699,0.270108,0.340841
20506812,0.595804,0.665994,0.757681,0.22718,0.417694,0.560241,1.43544,1.53141,0.966314,1.22794,0.788841,0.595804,0.607007,1.05647,0.914198,1.36943,0.823765,0.707332,1.00703,1.52773,0.78947,0.583971,0.508003,0.591668,0.765855
20506813,4.16988,4.40233,4.00875,3.71367,4.03382,4.26425,3.55535,4.65583,5.29548,4.13299,4.24062,3.96155,5.46147,2.47999,4.04181,2.386,2.97947,3.77491,3.6314,2.1256,3.80805,3.84719,4.05734,3.72427,4.43305
20506814,1.35936,1.1959,0.710112,0.862089,1.28724,0.992253,1.83058,0.992939,1.00323,1.04286,1.05765,0.967314,1.07424,0.534389,0.649354,0.616951,1.47552,0.914744,1.5207,1.13535,2.04397,2.01667,1.02914,0.764997,1.46445
20506815,0.680351,0.309044,2.13537,1.64604,2.72276,2.91826,3.2919,2.64819,0.91124,0.720703,1.23514,1.85611,2.86735,0.700346,1.00719,1.83094,1.76946,3.74427,2.23003,0.59578,1.64436,2.98682,4.15248,2.58884,1.61677
20506816,1.06235,0.911847,1.23232,0.812839,1.37881,1.48409,0.834848,1.25485,1.47847,0.506497,1.40072,1.11435,0.896749,1.11141,1.49777,1.15345,1.50743,1.02669,1.12365,0.967494,1.53986,1.06331,1.32672,0.45497,1.07168
20506817,1.22541,0.911847,1.11787,0.684782,1.26835,0.812525,0.834848,1.11623,0.802845,1.24741,1.06961,0.753663,0.97936,0.651581,0.529216,1.02319,1.27964,0.884013,0.756575,0.850426,1.03782,1.71661,0.759341,1.19421,0.990739
20506818,4.8838,2.21251,7.42201,4.74169,2.01497,3.90322,3.09243,4.73408,2.75764,7.2083,2.51548,6.55358,3.66892,1.28743,1.70952,1.69758,2.0774,1.84868,1.72697,1.00736,1.85642,1.81109,1.89924,1.499,1.43083
20506819,4.74147,3.96807,4.4466,4.4079,3.81325,4.93839,4.69181,5.64611,3.88593,3.46401,3.74073,3.78111,5.37256,4.33869,2.80839,4.89616,2.69859,5.19053,4.55998,2.85082,3.74418,3.28635,2.22247,1.69687,3.44661
20506820,0.407681,0.827014,0.42996,0.76253,0.299682,0.943699,1.17645,0.769298,0.675207,0.246786,0.823587,0.696813,0.515106,1.20236,1.41518,0.790413,0.79835,1.04087,0.674291,0.784952,0.637914,0.478087,0.795808,0.582896,0.513324
20506821,1.24896,1.25826,1.96478,0.962787,1.76211,1.77342,1.55563,1.4286,1.25826,1.82978,1.14451,0.851877,1.32343,1.64257,1.51751,1.19785,2.19645,1.42751,1.77486,1.45983,2.3804,2.11763,1.12986,1.39585,1.73742
20506822,1.33676,2.38248,1.24736,1.98502,1.38694,1.60128,1.90585,1.92286,0.937815,1.21495,1.69713,1.19995,1.8495,1.61641,1.40261,1.53244,1.48195,1.4842,1.32354,1.46046,2.15056,1.68291,2.02299,1.54156,1.45799
20506823,1.27604,3.75107,0.611505,1.55941,0.837136,1.02928,0.581975,2.53524,2.52166,1.19033,1.02322,1.91073,2.35248,1.31909,1.28184,2.60766,1.50348,1.56138,1.36845,0.720285,1.39965,1.00332,0.417191,1.42392,1.36766
20506824,0.73704,0.779789,1.47724,1.60642,0.820047,1.00943,1.2568,1.21366,0.909225,1.1536,0.925745,0.658627,0.606844,0.783173,0.780805,0.940353,1.2871,0.669687,0.94985,0.979481,0.842545,1.01404,0.843488,1.37464,1.12651
20506825,4.26593,5.33577,1.69779,3.00132,4.62936,3.76356,3.12297,2.68329,0.783968,1.18715,3.50135,2.17125,0.855454,3.64913,3.9888,5.05272,2.03981,1.30804,2.50487,1.99623,1.96469,2.4902,1.04749,0.819499,0.675931
20506826,0.896896,0.604609,0.511612,0.6772,0.646255,0.69472,0.726319,0.698547,1.31445,0.547602,0.685631,0.878956,0.754739,0.482212,0.979727,0.893139,0.600788,0.738059,0.858751,1.25976,0.817387,0.812532,0.720279,0.635758,0.877719
20506827,0.546471,0.399395,0.712538,0.69489,0.69643,0.45804,0.867565,0.721545,0.428364,0.265495,0.452243,0.655071,0.42361,0.587793,0.921786,0.663943,0.687798,0.87904,0.741264,0.737523,0.503356,0.358988,0.623682,0.674634,0.486672
20506828,1.72992,2.51577,2.47674,0.993699,2.65994,3.09098,2.80578,2.63562,2.3941,2.52449,2.60706,2.43768,2.04844,1.05188,1.24365,3.18231,2.92091,1.92363,2.67191,2.22857,2.98988,2.4768,2.52891,0.732538,2.99909
20506829,1.06596,1.8407,0.686895,1.20727,0.7517,0.700111,0.83019,0.747744,0.767318,0.861782,1.29701,0.774063,0.372865,1.08816,0.951335,0.593691,1.01662,1.48307,1.48024,0.803806,1.65932,1.00773,1.0675,1.60795,0.710819
20506830,4.63649,3.57745,2.42136,2.54454,3.40657,3.27953,2.74673,2.89328,2.60518,3.50291,4.9846,3.87829,3.80761,3.45823,1.83044,4,4.43089,4.73029,4.37883,3.6526,3.59477,4.32021,2.11246,1.6955,3.81845
20506831,1.17555,1.58478,1.41227,1.73227,1.87071,1.34028,1.61117,1.40022,1.11389,1.40371,1.22803,1.44496,1.48989,0.837866,1.65104,1.21561,1.7876,1.12642,1.04917,1.26703,1.12104,1.34555,1.64828,2.02369,1.76193
20506832,0.527801,0.673048,0.667757,0.794483,0.576253,0.78937,0.989983,0.565639,0.957322,0.531756,0.591935,0.80581,0.940596,0.341732,0.690887,1.00943,0.81455,0.507981,0.589177,0.582419,0.672434,0.376105,0.39746,1.29608,0.605062
20506833,0.668904,0.948329,0.921042,0.832596,0.59239,0.634039,0.557946,0.53224,1.55057,1.38028,0.559468,0.918173,1.01516,1.1539,1.75947,0.584881,1.12865,1.09639,1.20562,0.782133,0.544636,0.770449,0.911847,0.789147,0.727153
20506834,-0.0461783,0.548613,0.128131,0.75866,0.118745,0.133293,0.43514,0.393111,0.20583,1.35307,0.114879,0.578498,0.736302,0.446063,0.854269,0.473855,0.418756,0.169275,0.260384,0.546595,0.189282,0.506612,1.08091,0.599825,0.526006
20506835,1.38048,1.59195,1.50164,1.62301,1.20282,2.02369,1.88032,1.94979,0.555577,1.53191,1.367,0.953956,0.948333,1.25531,1.37629,1.40283,1.02405,0.899255,1.17699,0.873158,1.0004,1.57206,1.61424,1.63136,1.52851
20506836,0.618287,0.753908,0.434155,0.413252,0.270108,0.254094,0.496691,0.642616,0.70533,1.11743,0.812417,0.565657,0.751381,0.394179,1.0842,1.26146,0.739866,0.605062,0.600885,0.794533,1.1358,0.301623,0.709252,0.642616,0.52738
20506837,8.31742,7.46236,10.1617,7.93497,5.55687,7.74703,7.69002,8.54986,7.71923,10.3424,6.74716,9.31615,8.19282,6.71442,6.27463,7.45109,6.02417,7.02456,6.24718,4.15857,5.30023,5.56803,5.8031,7.4136,6.43253
20506838,1.71015,0.637789,0.216093,0.694729,1.19039,1.20314,0.717106,0.850174,0.740327,1.04956,0.428476,0.832278,1.34087,0.891572,0.349196,1.47787,0.386116,0.916097,1.8984,1.59161,0.922253,1.52464,1.23454,1.03479,0.637423
20506839,5.63607,6.37616,5.49215,6.78884,6.48725,8.00129,5.9134,6.76508,7.83751,6.10811,4.4358,8.01133,7.10205,5.75131,3.41281,5.41065,7.23323,8.04908,6.9542,5.598,7.54465,7.53576,1.90711,4.36604,8.03608
20506840,1.11488,2.31149,1.19479,4.02072,1.74032,3.2822,3.67076,3.91413,1.37295,1.3676,1.99748,2.13854,1.23344,1.30182,2.57479,2.67097,1.21415,1.46394,1.0982,1.22286,0.991084,0.891957,2.22914,2.44496,1.23344
20506841,2.78543,2.63026,2.42136,2.33017,1.8706,2.57735,2.39928,2.6946,2.28613,3.55847,2.88196,2.60674,2.40127,2.80123,1.61341,2.21895,2.20975,3.00504,2.39928,2.49668,2.57764,2.18609,1.63499,2.19936,1.58181
20506842,1.55669,3.35093,1.38856,2.17767,2.86169,2.05875,2.06716,1.70491,2.87812,3.24127,1.69317,2.56654,1.70051,2.34643,1.84502,3.62706,3.48985,5.39755,4.13627,3.22339,3.42179,3.5946,1.74914,1.21839,3.07338
20506843,0.535096,1.65209,1.02082,1.0241,0.673346,0.870088,1.09833,1.49008,0.622544,0.38327,0.64861,0.890154,0.573283,1.43884,1.01311,0.781929,0.435588,0.520008,0.356704,0.434194,0.47812,0.800411,0.616407,0.747352,0.372139
20506844,1.01312,1.24776,1.48274,1.26468,1.85313,1.89477,0.967288,2.63801,1.706,1.53911,1.96644,1.59083,1.59008,1.46032,1.89859,1.57872,1.32886,1.76725,2.03195,1.48406,1.74064,2.3935,1.50339,1.54156,1.6823
20506845,0.253313,0.503044,0.513219,0.800849,0.611721,0.691461,0.619714,0.726339,1.3679,0.611333,0.618559,0.623187,0.61004,0.745098,0.98573,0.56705,0.907533,0.644497,0.574424,1.15543,0.419814,0.647095,1.49804,0.966228,0.290638
20506846,0.865239,0.706228,0.442962,0.602398,0.467238,0.503829,0.767596,0.360246,0.387593,0.697858,0.271009,0.258953,0.448966,0.492439,0.589619,0.629698,0.393666,0.455476,0.653726,0.41896,0.49153,0.492118,0.703786,0.536705,0.775222
20506847,4.21616,3.33617,3.40727,3.47838,3.72784,3.84473,3.66845,3.58761,4.40112,2.87119,3.11629,2.22635,3.39663,2.7102,1.15501,4.21356,4.45686,4.20565,3.91201,4.73204,4.33557,4.33558,3.4297,4.19663,4.14906
20506848,1.13103,0.849056,0.657607,0.383218,1.48952,0.843167,0.833549,1.00917,0.829826,0.925495,1.00733,0.714251,0.843167,0.738876,1.57574,1.20579,0.883775,0.81496,0.823361,0.937996,0.889947,1.10096,1.15693,1.1224,0.62207
20506849,0.496099,0.569832,2.03865,2.01617,0.69643,0.577706,1.05865,0.597392,0.698994,1.18014,0.761439,0.926847,0.616721,0.962219,1.07983,1.06856,1.23434,0.692621,1.01755,1.73322,0.953983,0.987815,1.3477,1.22354,1.01147
20506850,0.527801,0.726651,0.956498,0.999782,0.644202,0.379421,0.696704,0.45356,0.49319,0.83063,0.604332,1.23095,0.884726,0.892176,1.4102,1.57872,0.784195,0.791575,0.750374,0.714962,0.744895,0.936941,1.06368,0.726651,0.192607
20506851,1.31173,0.615843,1.15266,0.953424,0.440929,0.656125,0.746198,0.710924,0.533893,1.31481,0.707745,1.15187,0.773776,0.642901,1.37472,0.871491,0.875186,0.716104,0.868069,0.728131,0.838441,0.699972,0.438269,1.4722,1.10918
20506852,4.17949,3.99707,3.96425,3.25491,3.33827,3.71091,3.76243,4.41765,4.68559,3.56203,3.60183,3.14803,2.82014,4.59103,2.1197,4.22297,2.96418,2.22468,2.94561,3.4533,2.46281,3.34189,4.35684,3.35464,2.81097
20506853,0.867351,0.911847,0.533886,0.739344,0.468345,0.935759,0.907508,1.09076,0.539241,0.651724,0.884969,0.915394,0.634258,1.02592,0.607216,1.64492,0.785446,0.605062,0.688582,0.811284,0.480725,0.791499,0.904821,1.4891,0.573959
20506854,0.793778,1.03047,0.655689,0.761876,0.468345,0.889619,0.86189,0.499418,1.04668,0.888811,0.813827,0.661343,0.897378,1.05496,1.10621,1.14925,0.87483,1.06783,0.992476,0.872221,0.56063,0.786922,1.05167,0.916227,0.7532
20506855,0.754777,0.613772,0.501438,0.456476,0.936679,0.575825,0.421649,1.03802,0.801422,0.786791,0.875683,0.810353,0.807285,0.974681,0.917882,0.643238,0.737675,1.48667,0.752043,0.767436,0.657109,0.654453,1.92596,0.373582,1.32523
20506856,0.67707,2.01864,0.584246,0.851256,0.939686,0.873303,0.812221,1.1067,1.28626,0.692211,0.957743,1.61607,0.483786,0.579089,0.694227,1.36853,0.641106,1.01238,1.67635,0.903883,0.735744,0.790611,0.931706,1.66935,0.428307
20506857,1.7981,2.24464,2.9437,1.6714,1.91135,1.67834,2.35434,1.64201,1.45319,1.80379,1.54899,1.25971,1.71154,1.16374,1.83786,1.57872,2.20699,1.3694,1.61987,1.63566,1.5924,1.61985,2.03316,2.32047,1.47661
20506858,0.938232,1.14519,1.09903,0.894297,0.498159,0.593561,0.878867,0.832868,0.764788,0.580943,1.33309,0.919981,1.09312,1.00943,1.39678,0.732262,1.44146,0.75425,1.04938,1.25976,0.511448,1.05763,1.36658,0.804093,0.45137
20506859,0.336993,0.456527,0.242714,0.273722,0.323077,0.123947,0.24016,0.0349768,1.10276,0.77972,0.428476,0.237539,0.503065,0.574049,0.455116,0.0858406,0.338208,0.342804,0.218099,0.389428,0.329053,0.141009,0.684038,0.166329,0.315182
20506860,-0.00763905,0.590406,0.334129,0.354918,0.601212,0.435021,0.377929,0.347635,0.192164,0.559556,0.706034,0.519435,0.420362,0.595828,1.09561,0.62856,0.680854,0.401478,0.670126,0.401801,0.284804,0.563437,0.263197,0.674634,0.11724
20506861,0.527801,0.155297,0.34703,0.823614,0.149166,0.258125,0.47089,0.413772,0.577228,0.47137,0.434072,0.235989,0.546458,0.56642,0.983388,0.335008,0.314646,0.21194,0.462252,0.460675,0.0315037,0.412615,0.742164,0.318399,0.159177
20506862,2.20003,1.15286,1.52432,1.57016,2.52274,2.18978,2.0854,2.31015,1.84485,1.79577,2.80492,1.07422,2.26783,2.15614,1.51408,1.43696,2.22113,2.20036,2.30939,2.24361,2.69368,2.2933,1.48223,0.803996,2.41278
20506863,0.724401,1.63626,1.64618,1.46592,0.881009,0.587485,0.76489,0.9481,0.916968,1.875,0.428476,0.936393,0.598127,1.23633,1.88302,1.52518,1.02262,0.95657,0.838602,0.714905,1.15479,1.40722,1.68665,1.37935,0.731525
20506864,1.09207,1.17637,0.487012,0.405634,0.596319,0.299777,0.479732,0.39021,0.462621,1.1751,0.630732,0.936422,0.722059,0.359293,0.737783,0.591753,0.475637,0.173068,0.28366,0.442685,0.356743,0.847646,0.125027,0.815886,0.318987
20506865,7.25101,7.3909,7.02113,6.38962,7.62573,6.80568,6.63735,7.17129,6.21581,6.98849,6.37113,6.16886,6.99359,7.19983,5.77213,6.43429,7.94493,7.5676,7.60909,7.88069,8.07775,7.84206,6.94837,6.74149,8.12655
20506866,6.3476,0.785449,0.579309,0.299331,0.645044,0.587317,0.750861,0.975265,0.551988,0.62493,0.573307,1.08201,1.48695,0.571457,0.814695,0.759348,1.00122,0.342804,0.377288,0.627741,1.22474,0.468345,1.15693,0.6476,0.349319
20506867,4.59905,1.5171,1.84035,1.68933,2.22908,2.99816,1.59008,2.05513,3.55399,3.74313,3.14714,1.78811,3.52516,3.10698,4.00601,2.7494,2.67735,3.5889,3.20525,1.06364,2.52891,1.71525,1.8058,1.1843,3.98678
20506868,0.289003,0.667657,1.66151,0.644354,1.84452,1.26711,1.47541,0.726066,1.23388,1.06034,0.531276,0.235989,0.585846,0.642556,0.869179,0.617488,0.407213,0.643288,1.31967,0.188499,0.991084,0.440195,0.695218,0.646832,1.25898
20506869,1.35862,0.833228,0.680363,0.772322,0.659676,1.02086,1.14042,0.745523,0.806335,0.852507,0.92612,0.804739,0.948333,0.971925,0.683281,0.869691,0.925174,1.90931,0.752043,0.351378,1.69415,1.6835,1.46903,0.6876,0.781191
20506870,1.06596,0.898293,0.893615,0.92729,0.468345,0.738589,0.809981,0.752111,1.19034,0.881377,1.66951,1.14388,1.05545,0.719578,1.03313,1.13882,0.984912,0.916097,1.06614,1.3676,0.804848,0.803596,0.914375,1.20449,0.719464
20506871,0.615558,0.435924,1.07991,0.636398,0.273365,0.291832,0.592847,0.551048,0.627296,0.957611,0.635476,0.215516,0.243747,0.652476,0.458574,0.5594,0.332218,0.100001,0.552344,0.755361,0.266611,0.353901,0.523021,1.00285,0.442322
20506872,7.12876,6.55497,6.75585,6.28231,6.58884,6.56565,5.94191,6.21566,6.29156,8.11195,6.42078,6.45366,6.39855,7.21847,6.39217,7.74273,7.57066,7.82061,7.10846,7.65698,6.85613,7.04215,7.3534,6.66562,7.16536
20506873,0.919228,1.64897,1.08441,1.50667,1.92552,1.59109,1.19331,0.805483,1.94485,0.739222,1.52609,1.19296,0.992327,1.20795,0.978597,1.85687,1.05706,1.08083,0.76885,1.00736,1.43873,1.91764,0.606844,0.715067,1.68805
20506874,0.71998,0.763067,0.65989,0.7784,0.729827,0.303756,0.656147,0.767127,0.560406,0.859008,0.635476,0.8212,1.53284,1.20709,0.825879,0.622864,0.419687,0.763523,0.655348,0.687954,0.430801,0.326941,1.25141,0.566097,0.605339
20506875,1.06596,1.10968,0.760011,0.569497,0.58445,0.516341,1.10689,0.620953,0.561016,1.09892,0.530641,1.07422,0.502008,1.00943,1.12132,1.54503,0.73053,0.541185,0.631024,0.865623,0.362261,0.406818,1.07341,0.966228,0.884175
20506876,0.524697,0.441452,0.442962,0.441651,0.354962,0.352956,0.56377,0.763149,0.905849,0.245396,0.385575,0.343657,0.492196,0.662273,0.670726,1.00943,1.27192,0.330777,0.292514,0.234462,0.355631,0.563437,0.977967,0.810924,0.367443
20506877,0.891957,0.413511,0.541593,0.856147,0.921171,0.732846,0.780686,0.565639,0.826203,0.76029,0.911978,0.694396,0.749302,1.00943,0.807797,0.188694,0.609502,0.742364,0.87759,0.67728,0.74419,0.691956,1.11011,1.03898,0.718668
20506878,0.526686,0.688138,0.682395,0.854269,0.818386,0.588594,0.792095,0.670386,0.324556,0.36329,0.612575,0.526202,0.634686,0.715064,0.782254,0.790413,0.622858,0.642554,0.693231,1.0527,0.725629,0.68229,0.905249,0.717344,0.449514
20506879,0.625897,0.576454,1.05826,0.846448,0.484248,0.419027,0.68258,0.684862,0.54516,0.296357,0.554573,0.619173,1.37037,0.715245,0.45205,0.678047,0.702023,0.634301,0.560026,0.44154,0.276664,0.273743,0.429663,0.666814,0.323696
20506880,0.886092,0.518861,0.735688,0.842217,0.854828,0.603429,0.824002,0.531591,0.775766,0.593403,1.17672,0.954766,0.818468,0.864054,1.18847,0.996889,0.324906,1.08268,0.631388,0.874343,0.643462,0.425337,1.46478,0.484354,0.634446
20506881,0.854819,1.32161,0.859836,1.65683,1.08124,1.17964,1.45197,1.4399,2.02707,1.49878,1.56784,1.16216,0.886168,1.19483,1.51408,1.36393,1.23586,1.54656,0.922235,1.53144,0.789322,0.983417,1.15693,2.19431,1.13862
20506882,6.3105,5.4027,5.63413,5.16402,6.04377,5.79985,5.09862,5.33237,4.95287,5.477,6.11648,5.70943,5.19804,5.57147,5.71525,5.89539,5.1811,6.59415,5.93963,5.5661,5.60562,5.61586,5.84391,4.61083,5.21828
20506883,0.527801,0.924118,0.628169,0.970645,0.467769,0.947079,0.884555,1.1103,0.656755,1.27331,0.886041,0.613877,0.717616,1.00943,0.996048,0.55299,1.66869,0.517757,0.7474,0.824404,0.466375,0.64767,0.72322,0.724305,1.63699
20506884,0.176144,0.50161,1.23077,0.281281,1.14572,0.518347,0.247779,0.541558,0.325769,0.469882,0.299065,0.992675,0.828186,0.438539,0.376179,1.50124,0.633256,0.161475,0.890886,0.467394,0.490593,0.500802,0.19632,0.493356,0.355618
20506885,0.756405,0.739777,1.19617,1.04121,1.10376,0.646951,0.892113,0.545224,0.857246,1.35758,0.775921,0.647013,0.575399,1.573,2.33656,0.904996,0.53924,0.742697,1.18577,0.656339,0.358641,0.973622,1.75172,1.52503,0.459908
20506886,1.14711,0.656575,0.745474,1.57176,0.477924,0.759297,0.827677,0.981376,0.728318,0.435811,0.720087,0.970964,1.64074,0.87928,0.814408,1.28222,0.785251,1.13733,0.812538,1.00736,0.631354,1.07063,0.694545,0.496999,0.793535
20506887,4.56291,4.88977,4.69614,4.2382,3.6899,4.28682,3.94569,4.24265,5.1328,4.36235,4.49463,4.86036,4.81451,4.21934,4.15669,4.49154,3.92142,4.68557,4.68486,4.13888,4.39612,4.53471,4.38359,4.06355,4.37883
20506888,1.97198,2.6966,2.39648,1.53263,2.15314,1.73603,3.30016,3.02346,1.42384,1.70508,2.23261,1.87938,2.57123,2.74091,1.36085,1.2563,1.77166,2.02299,2.3457,1.59966,2.33987,2.37116,1.90135,1.32013,2.04075
20506889,0.262072,0.399395,0.389588,0.338626,0.207731,0.381305,0.573733,0.46709,0.653737,0.443231,0.531276,0.259406,0.614309,0.983244,0.3797,0.401521,0.28073,0.497843,0.714721,0.95068,0.15128,0.340175,0.496987,0.889248,0.688073
20506890,0.3405,0.347665,1.04536,0.557816,0.169279,0.700885,0.801794,0.448657,0.452547,0.792044,0.803315,0.710815,0.616594,1.22166,0.83172,0.910468,0.489766,0.452547,0.790404,0.987744,0.539816,0.242041,0.677974,0.753391,0.605062
20506891,0.354804,1.31634,0.602584,1.09772,1.01486,0.678716,0.811246,0.684199,0.857246,0.877076,0.561458,0.840874,0.560605,1.49186,0.561458,0.927064,0.472821,0.497256,0.810555,0.851086,0.712507,1.06075,0.662177,0.981738,0.869638
20506892,0.427443,0.468345,0.5657,1.24359,0.0839444,0.446553,0.100093,0.700494,0.0360516,0.410231,0.620492,0.235989,0.499025,0.42656,0.723649,0.896655,0.958195,0.292555,0.496887,0.488974,0.24016,0.319478,0.630227,0.176183,0.16043
20506896,4.3244,5.31081,5.6184,4.80402,4.856,5.02643,5.89233,5.16171,5.9632,4.49704,4.91143,4.48114,5.08773,4.47473,6.11419,5.69118,3.38002,4.80876,4.81287,2.12083,4.88319,5.11866,1.42037,3.7789,4.67434
20506897,1.09768,2.23774,1.14516,1.23706,1.15585,2.30263,1.19331,1.55823,1.91317,1.69256,1.96254,2.68935,1.58091,1.62302,1.48355,1.26146,1.35527,1.56731,1.49926,0.886392,0.991084,1.73358,1.61255,1.43694,1.93854
20506898,1.24819,1.21035,0.821538,1.20897,0.945339,0.807477,0.641899,0.619879,0.819776,0.772883,1.21811,1.0228,0.579982,1.06367,1.16588,1.41197,0.373079,1.23673,1.12443,1.11472,0.644582,0.987815,1.71992,1.39275,0.314428
20506899,1.10858,0.811725,0.963142,0.542501,1.00326,1.31161,0.854209,0.913317,1.06321,1.4686,1.15918,1.9396,1.15816,0.83425,0.948187,1.40606,0.412871,2.21436,1.0533,0.165366,0.832708,1.65099,0.927651,2.57639,0.916097
20506900,3.43236,3.22688,2.92472,2.60104,3.81628,3.12805,2.34588,3.79542,1.9161,4.16632,4.19081,4.07983,3.89816,2.31585,5.47478,3.91594,3.77883,5.357,4.51875,4.12541,3.80652,4.86707,1.67421,1.42959,3.51084
20506901,7.01281,6.13851,6.79017,6.58536,6.58758,6.11012,6.07737,5.68355,6.74545,6.85041,6.65933,6.77588,6.79771,6.2298,7.50462,7.98264,6.6746,7.35515,7.28771,6.65273,6.67146,6.82679,6.65187,7.14918,6.31419
20507089,1.9318,2.4276,1.0649,1.43309,1.80122,4.6816,0.979792,2.83272,2.29099,2.49842,0.793782,1.21117,2.4058,1.32909,1.14054,1.51421,4.03695,5.94221,4.06062,1.0004,3.61951,4.67228,1.59039,1.12269,4.49448
20507090,0.714201,1.58891,0.931314,0.74301,0.679734,0.984523,1.11753,0.837997,0.903994,1.0479,1.0448,1.72824,1.05517,1.2378,1.68208,1.29718,1.54738,0.837834,0.910155,0.878065,0.609392,0.883409,1.77326,1.13924,0.723346
20507091,1.30535,1.42893,1.30187,0.898611,2.01658,3.70148,1.89748,1.74683,0.491436,1.40787,1.54063,1.5618,1.65199,1.28685,1.83862,1.19331,3.44066,4.80733,2.70346,1.96986,3.42541,3.70605,1.26006,0.819499,3.63355
20507092,1.68567,0.908695,1.07704,0.935072,1.05138,1.0719,1.16366,0.79004,1.67882,0.96483,1.02294,0.593388,0.787411,1.26821,1.51236,0.817222,1.07223,1.03443,1.2273,0.894018,1.00412,0.647095,1.10547,0.774123,0.832292
20507093,1.47676,2.08747,1.45727,1.73046,1.48899,2.12649,1.35283,1.91221,1.35521,1.47479,1.39935,1.49986,1.52384,1.47561,2.51551,1.17001,2.51804,2.52419,1.95373,1.84584,1.92072,2.60392,1.19099,1.49573,3.21763
20507094,1.58635,0.948549,0.847345,0.761951,0.855683,0.935311,1.37386,1.18309,0.477312,1.47514,0.531276,2.29189,1.19248,0.817738,1.48353,0.814819,0.732048,1.0533,1.24125,0.83606,0.852214,1.47495,1.33413,1.20046,0.984446
20507095,0.354804,0.441478,1.05195,0.703552,0.790876,0.399905,0.675822,0.680506,0.7261,0.676352,0.460963,0.495247,1.00561,1.20966,1.05301,1.00943,1.00235,0.817315,1.00973,0.683076,0.659675,0.346195,1.1654,0.391851,0.385447
20507096,1.07091,0.961776,1.19528,1.00869,1.01475,1.10279,1.19331,1.01188,1.33337,1.14681,0.896548,0.897619,1.3375,1.06935,1.48807,1.25552,1.12726,1.03958,1.2273,0.830414,1.09788,1.16001,1.16708,1.54156,0.904126
20507742,10.0837,10.2659,9.40061,8.8269,9.92059,9.2721,9.13655,9.35498,8.94989,10.134,9.31882,8.85582,9.05053,9.84905,8.61018,8.56332,10.6725,9.80762,9.96543,10.5783,10.3371,10.0183,10.131,9.11804,10.4209
20507743,1.04108,1.43037,1.22793,1.24047,1.33625,1.17743,0.628916,1.54793,1.54137,1.76148,2.00245,1.3105,1.07974,1.45863,1.30821,0.435588,1.8974,0.984861,1.52937,1.20968,1.24235,1.13217,2.43379,1.77129,0.813352
20507744,1.90789,2.03101,1.33565,1.0628,2.46817,1.50186,1.39021,1.74216,1.82139,1.74522,1.22922,1.72824,1.75774,2.66961,0.596337,1.77246,2.89051,2.13849,1.93992,1.98467,3.11555,3.13727,0.857269,1.59808,2.6726
20507942,1.08599,1.11158,0.80862,1.23886,0.845718,0.870003,1.16571,1.22261,0.906367,1.56432,1.10584,1.81887,1.00864,0.959819,0.875146,1.40479,0.999522,0.748734,1.00322,1.11037,0.918245,0.815191,1.07568,1.27255,1.06349
20507943,0.607266,0.681775,1.1309,0.386527,0.870866,0.556238,0.905811,1.24313,0.714137,0.629516,1.22821,1.03809,1.67541,0.73563,0.53803,0.790413,0.594732,0.340625,0.618357,0.385951,0.611094,0.966104,0.669195,0.586261,0.404929
20507944,2.47151,2.20101,1.87334,2.67009,2.20848,2.473,2.08741,2.09498,1.86327,3.35766,1.33688,3.00762,2.40002,1.82072,1.82996,1.94315,2.58488,2.52557,2.60132,1.75585,3.38703,2.61374,1.90135,1.59461,2.80173
