Genes,ID
ATP2A3,111704
ATP2A3,115696
ATP2B1,142897
ATP2B2,36545
ATP2B3,32407
ATP2B3,36996
ATP2B4,97295
ATP2B4,135765
ATP2C1,13784
ATP2C1,43804
ATP2C1,137185
ATP2C2,182670
ATP4A,100685
ATP4B,118032
ATP5A1,229684
ATP5B,225687
ATP5C1,135017
ATP5D,136551
ATP5D,200267
ATP5F1,44860
ATP5G1,130876
ATP5G2,27688
ATP5G3,192115
ATP5G3,219060
ATP5H,133798
ATP5I,16192
ATP5I,209207
ATP5J,83425
ATP5L,170509
ATP5L,215257
ATP5O,122794
ATP5S,121942
ATP5S,158448
ATP5SL,127243
ATP5SL,212407
ATP6AP1,13068
ATP6AP1,170993
ATP6AP2,97481
ATP6V0A1,86662
ATP6V0A2,115236
ATP6V0A4,167275
ATP6V0B,127252
ATP6V0D1,197464
ATP6V0D2,141433
ATP6V0D2,203000
ATP6V0E1,34144
ATP6V0E1,111330
ATP6V0E2,79242
ATP6V1A,228272
ATP6V1A,232400
ATP6V1B1,210216
ATP6V1B1,218332
ATP6V1B2,237521
ATP6V1C1,13668
ATP6V1C1,162722
ATP6V1C2,168580
ATP6V1C2,237064
ATP6V1D,101812
ATP6V1E1,159199
ATP6V1G1,141688
ATP6V1H,26879
ATP6V1H,59522
ATP7A,443
ATP7B,136813
ATP8A1,654
ATP8A2,27508
ATP8B1,96742
ATP8B2,25997
ATP8B2,57192
ATP8B2,214117
ATP8B3,232926
ATP8B3,235647
ATP8B4,201383
ATP9A,14306
ATP9A,238718
ATP9B,93554
ATP9B,141771
ATPAF1,17769
ATPAF1,193236
ATPAF2,16997
ATPIF1,146539
ATR,117130
ATRN,1313
ATRN,173114
ATRNL1,99103
ATRNL1,158913
ATRNL1,176291
ATRX,62704
ATRX,79590
ATRX,143415
ATXN1,25858
ATXN10,118973
ATXN2,75362
ATXN2,84302
ATXN2L,26369
ATXN2L,171588
ATXN2L,187305
ATXN7,95492
ATXN7,168017
ATXN7L1,82121
ATXN7L1,88724
ATXN7L1,199759
ATXN7L2,61518
ATXN7L2,128089
ATXN7L3,55472
AUH,169088
AUP1,227170
AURKA,202993
AURKAIP1,224859
AURKB,22018
