Genes,ID
ADAM22,17047985
ADAM23,16889966
ADAM28,17066921
ADAM30,16691662
ADAM32,17068202
ADAM33,16916763
ADAM8,16719802
ADAM9,17068170
ADAMDEC1,17066961
ADAMTS1,16924602
ADAMTS10,16868219
ADAMTS12,16995047
ADAMTS13,17090786
ADAMTS14,16705754
ADAMTS15,16733516
ADAMTS16,16982870
ADAMTS17,16813757
ADAMTS18,16828550
ADAMTS19,16988874
ADAMTS2,17003640
ADAMTS20,16763328
ADAMTS3,16976706
ADAMTS5,16924620
ADAMTS6,16996684
ADAMTS7,16812215
ADAMTS8,16746203
ADAMTS9,16955822
ADAMTSL1,17083793
ADAMTSL2,17090840
ADAMTSL3,16804106
ADAMTSL4,16670599
ADAR,16693813
ADARB1,16923705
ADARB2,16711143
ADAT1,16828499
ADAT2,17024362
ADCK1,16786990
ADCK2,17052306
ADCK5,17073801
ADCY1,17045806
ADCY2,16983026
ADCY3,16895278
ADCY4,16791319
ADCY5,16958201
ADCY7,16818773
ADCY8,17081224
ADCY9,16823477
ADCYAP1,16850487
ADCYAP1R1,17044905
ADD1,16964232
ADD2,16898804
ADD3,16709072
ADH1A,16978221
ADH1C,16978251
ADH4,16978184
ADH6,16978203
ADH7,16978261
ADHFE1,17069550
ADI1,16893992
ADIG,16913619
ADIPOQ,16949397
ADIPOR1,16698122
ADIPOR2,16746696
ADK,16706238
ADK,16715724
ADM,16721905
ADNP,16920277
ADNP2,16853345
ADO,16705241
ADORA1,16676130
ADORA2B,16831383
ADPGK,16811469
ADPRH,16944399
ADPRHL1,16781235
ADPRHL2,16662525
ADRA1A,17075662
ADRA1D,16916877
ADRA2A,16709245
ADRB1,16709453
ADRB2,16990848
ADRM1,16915656
ADSL,16930418
ADSS,16701287
ADSSL1,16789484
AEBP1,17045622
AEBP2,16748939
AES,16867047
AFAP1,16974121
AFAP1L1,16990897
AFAP1L2,16718592
AFF1,16968583
AFF2,17107559
AFF3,16901068
AFF4,16999897
AFG3L2,16853996
AFMID,16838336
AFP,16967720
AFTPH,16880682
AGA,16981760
AGBL1,16804417
AGBL2,16738137
AGBL3,17051914
AGBL4,16686887
AGBL5,16878036
AGER,17017763
AGER,17026994
AGER,17029594
AGER,17034585
AGER,17037086
AGER,17039794
AGER,17042290
AGGF1,16986450
AGK,17052353
AGL,16667546
AGMAT,16682016
AGPAT2,17100087
AGPAT3,16923417
AGPAT3,16923448
AGPAT4,17025417
AGPAT5,17065313
AGPS,16888047
AGR2,17055501
AGR3,17055519
AGRN,16657598
AGT,16700385
AGTPBP1,17095375
AGTR1,16946707
AGTR2,17106392
AGXT,16893287
AHCY,16918496
AHCYL1,16668439
AHCYL2,17051409
AHDC1,16684036
AHI1,17023927
AHNAK,16739259
AHNAK2,16797196
AHR,17043856
AHSA1,16786941
AHSA2,16880488
AHSG,16949311
AIF1,17006683
AIF1,17027817
AIF1,17030643
AIF1,17035441
AIF1,17038140
AIF1,17040735
AIFM1,17114051
AIFM2,16715088
AIFM3,16927412
AIG1,17013174
AIM1,17011302
AIM1L,16683817
AIM2,16695121
AIP,16727908
AIPL1,16840352
AIRE,16923555
AJAP1,16658289
AK1,17098626
AK2,16684826
AK3,17092153
AK5,16666357
AK7,16788058
AKAP1,16836351
AKAP10,16842382
AKAP11,16774362
AKAP12,17013773
AKAP13,16804333
AKAP14,17106609
AKAP3,16760185
AKAP5,16785361
AKAP6,16783230
AKAP7,17012559
AKAP8,16869841
AKAP8L,16869860
AKAP9,17048246
AKNA,17097560
AKR1A1,16664100
AKR1B1,17063100
AKR1B10,17051827
AKR1C1,16701975
AKR1C3,16702007
AKR7A2,16682691
AKR7A3,16682679
AKT1,16797157
AKT1S1,16874419
AKT2,16872352
AKT3,16701238
AKTIP,16826539
ALAD,17097472
ALB,16967692
ALCAM,16943548
ALDH16A1,16864109
ALDH18A1,16716846
ALDH1A1,17094893
ALDH1A3,16805684
ALDH1B1,17085082
ALDH1L1,16958573
ALDH1L2,16769481
ALDH2,16757160
ALDH3A1,16842326
ALDH3A2,16832147
ALDH3B1,16727976
ALDH4A1,16682460
ALDH5A1,17005368
ALDH6A1,16794632
ALDH7A1,16999379
ALDH8A1,17023874
ALDH9A1,16695888
ALDOA,16817790
ALDOB,17096640
ALDOC,16842659
ALG1,16815652
ALG12,16936255
ALG13,17106246
ALG14,16689923
ALG2,17096546
ALG3,16962185
ALG6,16665512
ALG8,16742610
ALG9,16744322
ALKBH1,16795215
ALKBH2,16769868
ALKBH3,16723944
ALKBH4,17060976
ALKBH5,16831789
ALKBH6,16871567
ALKBH7,16857438
ALKBH8,16744020
ALLC,16876686
ALMS1,16881514
ALOX12B,16840799
ALOX15,16840066
ALOX15B,16830883
ALOX5,16704375
ALOX5AP,16773662
ALOXE3,16840817
ALPK1,16969839
ALPK2,16855545
ALPK3,16804251
ALPL,16660436
ALPPL2,16892246
ALS2,16907353
ALS2CL,16952925
ALS2CR11,16907281
ALS2CR12,16907234
ALX1,16754880
ALX3,16690682
AMBN,16967523
AMBP,17097512
AMBRA1,16737717
AMD1,17011671
AMDHD1,16755312
AMELX,17101457
AMFR,16826692
AMHR2,16751795
AMIGO1,16690612
AMIGO2,16763600
AMMECR1,17113320
AMMECR1L,16902611
AMN,16789103
AMOT,17113418
AMOTL1,16730268
AMOTL1,16743414
AMOTL2,16959441
AMPD2,16668288
AMPD3,16721916
AMPH,17056861
AMZ1,17043072
AMZ2,16837298
ANAPC10,16980291
ANAPC11,16838917
ANAPC13,16959465
ANAPC2,17100361
ANAPC4,16965559
ANAPC5,16771463
ANAPC7,16770040
ANGEL1,16795021
ANGEL2,16699138
ANGPT1,17080082
ANGPT2,17074259
ANGPTL1,16696811
ANGPTL2,17098477
ANGPTL3,16665461
ANGPTL4,16857886
ANGPTL6,16868556
ANGPTL7,16658962
ANK1,17076634
ANK2,16969911
ANK3,16714618
ANKAR,16888718
ANKDD1A,16802064
ANKFN1,16836292
ANKFY1,16839976
ANKH,16994521
ANKIB1,17048321
ANKLE1,16859466
ANKLE2,16772704
ANKMY1,16910164
ANKMY2,17055480
ANKRA2,16997155
ANKRD10,16781059
ANKRD10,17117613
ANKRD11,16829302
ANKRD12,16850865
ANKRD13A,16756865
ANKRD13B,16832695
ANKRD13C,16688441
ANKRD13D,16727737
ANKRD16,16711464
ANKRD17,16976746
ANKRD2,16708007
ANKRD22,16716341
ANKRD24,16857110
ANKRD26,16712658
ANKRD27,16871124
ANKRD28,16951247
ANKRD29,16854301
ANKRD31,16997283
ANKRD33,16751363
ANKRD34A,16669814
ANKRD35,16669888
ANKRD36B,16900737
ANKRD37,16972950
ANKRD39,16900608
ANKRD39,16900628
ANKRD40,16846714
ANKRD44,16906872
ANKRD45,16696478
ANKRD46,17079633
ANKRD49,16730197
ANKRD50,16979638
ANKRD52,16765963
ANKRD53,16881226
ANKRD54,16934854
ANKRD55,16996324
ANKRD6,17010950
ANKRD9,16796919
ANKS1A,17007701
ANKS1B,16768948
ANKS3,16823588
ANKS6,17096516
ANKZF1,16891176
ANLN,17045198
ANP32A,16811129
ANP32B,17087380
ANP32D,16750595
ANP32E,16692724
ANPEP,16813206
ANTXR1,16881031
ANTXR2,16977251
ANXA1,17085901
ANXA11,16716027
ANXA13,17080814
ANXA2,16810065
ANXA2P1,16980742
ANXA2P3,16705277
ANXA3,16968213
ANXA4,16881069
ANXA5,16979482
ANXA6,17001800
ANXA7,16715476
ANXA9,16670681
AOAH,17056701
AOC2,16834508
AOC3,16834516
AOX1,16889268
AP1B1,16933591
AP1G1,16828074
AP1G2,16790943
AP1M1,16859300
AP1S1,17049692
AP1S2,17109342
AP1S3,16908985
AP2A1,16864304
AP2A2,16720440
AP2B1,16833345
AP2M1,16948738
AP2S1,16873647
AP3B1,16997457
AP3B2,16812617
AP3D1,16866874
AP3M1,16715710
AP3M2,17068435
AP3S1,16988174
AP4B1,16691129
AP4E1,16801035
AP4M1,17049120
AP4S1,16783144
APAF1,16755542
APBA1,17094700
APBA2,16798624
APBA3,16867135
APBB1,16735018
APBB1IP,16703407
APBB2,16975419
APC,16988021
APC2,16856587
APCDD1,16850958
APCDD1L,16920730
APEH,16940738
APEX1,16781516
APEX2,17104082
APH1A,16692741
APH1B,16801862
API5,16723832
APIP,16737298
APLN,17114007
APLP1,16861282
APLP2,16733435
APOA2,16695643
APOA4,16744717
APOB,16895014
APOBEC2,17008404
APOBEC3C,16930166
APOBEC3D,16930173
APOBEC3F,16930182
APOBEC3G,16930199
APOC1,16863124
APOD,16963113
APOE,16863115
APOH,16847979
APOL1,16929631
APOL2,16934476
APOL3,16934434
APOL4,16934458
APOL6,16929615
APOLD1,16748490
APOM,17006745
APOM,17027882
APOM,17030705
APOM,17033412
APOM,17035503
APOM,17038205
APOM,17040800
APOO,17109808
APOOL,17105143
APP,16924551
APPBP2,16847398
APPL1,16942003
APPL2,16769514
APRT,16829235
APTX,17093147
AQP11,16729431
AQP2,16750963
AQP3,17093245
AQP4,16854414
AQP5,16750974
AQP6,16750982
AQP9,16801473
AQR,16807027
AR,17104313
ARAF,17103160
ARC,17081917
ARCN1,16731945
AREG,16967853
AREG,16967863
ARF3,16764068
ARF4,16955442
ARF5,17051079
ARF6,16783974
ARFGAP1,16915881
ARFGAP2,16737890
ARFGAP3,16935703
ARFGEF1,17077921
ARFGEF2,16914628
ARFIP1,16971505
ARFIP2,16735102
ARFRP1,16921338
ARG1,17012582
ARG2,16785696
ARGLU1,16780867
ARHGAP1,16737759
ARHGAP10,16971308
ARHGAP11A,16798919
ARHGAP12,16713057
ARHGAP17,16825154
ARHGAP18,17023484
ARHGAP20,16744205
ARHGAP21,16712531
ARHGAP22,16714030
ARHGAP24,16968497
ARHGAP25,16880982
ARHGAP26,16990483
ARHGAP27,16845899
ARHGAP27,16845929
ARHGAP28,16850724
ARHGAP29,16689828
ARHGAP30,16695535
ARHGAP4,17115312
ARHGAP5,16783215
ARHGAP6,17109078
ARHGAP9,16766539
ARHGDIA,16849970
ARHGDIB,16761843
ARHGDIG,16814170
ARHGDIG,16814183
ARHGEF10,17065173
ARHGEF10L,16660103
ARHGEF11,16694804
ARHGEF12,16732428
ARHGEF15,16830957
ARHGEF16,16658159
ARHGEF17,16728802
ARHGEF18,16857567
ARHGEF19,16682120
ARHGEF2,16694361
ARHGEF3,16955291
ARHGEF6,17114520
ARHGEF7,16776537
ARHGEF9,17111611
ARID1A,16661255
ARID1B,17014031
ARID2,16750360
ARID3A,16856315
ARID3B,16803018
ARID4A,16784664
ARID4B,16700737
ARID5A,16882999
ARID5B,16705199
ARIH1,16802720
ARIH2,16940557
ARL1,16769110
ARL10,16992796
ARL11,16774831
ARL13B,16942991
ARL14,16947607
ARL15,16996119
ARL2BP,16819469
ARL3,16717962
ARL4A,17043760
ARL4C,16909724
ARL4D,16834621
ARL5B,16702967
ARL6,16943090
ARL6IP1,16824470
ARL6IP4,16758536
ARL6IP4,16758549
ARL6IP5,16942560
ARL6IP6,16886602
ARL8A,16697985
ARL8B,16937035
ARMC1,17077760
ARMC10,17049924
ARMC2,17011470
ARMC3,16703182
ARMC4,16712786
ARMC5,16818339
ARMC6,16859919
ARMC7,16837721
ARMC8,16946120
ARMC9,16892075
ARMCX1,17105515
ARMCX2,17112799
ARMCX3,17105524
ARMCX4,17105488
ARMCX6,17112787
ARNT,16692857
ARNT2,16803710
ARNTL,16722217
ARNTL2,16749423
ARNTL2,16762634
ARPC1A,17048859
ARPC1A,17048876
ARPC1B,17048879
ARPC2,16890763
ARPC3,16770065
ARPC5,16697119
ARPC5L,17089027
ARR3,17104450
ARRB1,16742202
ARRB2,16829835
ARRDC1,17091750
ARRDC2,16859698
ARRDC3,16998059
ARRDC4,16805474
ARSA,16936709
ARSB,16997519
ARSD,17108779
ARSE,17108799
ARSF,17101262
ARSG,16837308
ARSI,17001643
ARSJ,16979163
ARSK,16987361
ART3,16967961
ARTN,16663730
ARVCF,16932394
ARX,17109849
ASAH1,17075082
ASB12,17111649
ASB13,16711426
ASB2,16796175
ASB4,17048613
ASB5,16981706
ASB6,17099062
ASB7,16805663
ASB8,16763882
ASB9,17109228
ASCC2,16933703
ASCC3,17022035
ASCL1,16755958
ASCL2,16734420
ASF1A,17012108
ASF1B,16869588
ASGR1,16840502
ASGR2,16840486
ASH1L,16694188
ASH2L,17067970
ASL,17046601
ASMTL,17108719
ASMTL,17116730
ASNA1,16858687
ASNS,17060061
ASNSD1,16888708
ASPA,16829728
ASPH,17077594
ASPHD1,16817721
ASPHD2,16928533
ASPM,16697544
ASPN,17095887
ASPRV1,16898665
ASPSCR1,16838937
ASS1,17090296
ASTE1,16959148
ASTN1,16696689
ASTN2,17097735
ASXL1,16912552
ASXL3,16851852
ATAD1,16716302
ATAD2,17080749
ATAD2B,16895118
ATAD3A,16657821
ATAD5,16832852
ATCAY,16857053
ATE1,16719066
ATF1,16751165
ATF2,16905322
ATF3,16677278
ATF4,16930299
ATF5,16864393
ATF6,16672988
ATF7,16765365
ATF7IP,16748620
ATF7IP2,16815791
ATG10,16986847
ATG12,16999053
ATG16L1,16892485
ATG16L2,16728731
ATG2A,16740161
ATG2B,16796479
ATG3,16957372
ATG4A,17106080
ATG4B,16893540
ATG4C,16665475
ATG4D,16858195
ATG5,17022190
ATG7,16937681
ATG9A,16908650
ATG9A,16908656
ATIC,16890490
ATL3,16739763
ATM,16730845
ATMIN,16821256
ATN1,16747594
ATOH1,16968968
ATOH7,16714935
ATOH8,16882352
ATOX1,17001946
ATP10A,16806145
ATP10B,17002429
ATP10D,16966514
ATP11A,16776658
ATP11B,16948493
ATP11C,17114643
ATP12A,16773260
ATP13A1,16870690
ATP13A2,16682348
ATP13A3,16962921
ATP13A4,16962799
ATP13A5,16962763
ATP1A1,16669121
ATP1A2,16672505
ATP1A4,16672538
ATP1B1,16673525
ATP1B2,16830621
ATP1B3,16946464
ATP1B4,17106645
ATP2A1,16817458
ATP2A2,16756923
ATP2A3,16839887
ATP2B1,16768341
ATP2B2,16950713
ATP2B3,17108021
ATP2B4,16676183
ATP2C1,16945582
ATP2C2,16821479
ATP4A,16871418
ATP4B,16781268
ATP5A1,16854928
ATP5B,16766260
ATP5C1,16702311
ATP5D,16856476
ATP5F1,16668689
ATP5G1,16835483
ATP5G2,16765389
ATP5G3,16905355
ATP5H,16848721
ATP5I,16973322
ATP5J,16924537
ATP5L,16731846
ATP5O,16925293
ATP5S,16783983
ATP5SL,16872580
ATP5SL,16872590
ATP5SL,16872592
ATP5SL,16872594
ATP6AP1,17108354
ATP6AP2,17102668
ATP6V0A1,16834302
ATP6V0A2,16758697
ATP6V0A4,17063366
ATP6V0B,16663792
ATP6V0D1,16827366
ATP6V0D2,17070492
ATP6V0E1,16992456
ATP6V0E2,17053290
ATP6V1A,16944096
ATP6V1B1,16881199
ATP6V1B2,17066302
ATP6V1C1,17071584
ATP6V1C2,16877097
ATP6V1D,16793973
ATP6V1E1,16931990
ATP6V1G1,17088401
ATP6V1H,17077194
ATP7A,17105018
ATP7B,16779311
ATP8A1,16975506
ATP8A2,16773379
ATP8B1,16855510
ATP8B2,16671416
ATP8B3,16866750
ATP8B4,16809027
ATP9A,16920338
ATP9B,16853234
ATPAF1,16686695
ATPAF2,16842007
ATPIF1,16661533
ATR,16959985
ATRN,16910994
ATRNL1,16709553
ATRX,17112269
ATXN1,17015862
ATXN10,16931278
ATXN2,16770200
ATXN2L,16817408
ATXN7,16942392
ATXN7L1,17061504
ATXN7L2,16668229
ATXN7L3,16845574
AUH,17095686
AUP1,16899335
AURKA,16920548
AURKAIP1,16680274
AURKB,16840902
AURKC,16865973
AUTS2,17046781
AVEN,16806823
AVIL,16766734
AVPI1,16717235
AVPR1A,16766946
AVPR1B,16676542
AVPR2,17108213
AXIN1,16822408
AXIN2,16847933
AXL,16862439
AZI2,16951820
AZIN1,17079918
AZU1,16856275
B2M,16800450
B3GALNT1,16961039
B3GALNT2,16700778
B3GALT1,16887171
B3GALT2,16697471
B3GALT4,17007442
B3GALT4,17028491
B3GALT4,17031305
B3GALT4,17036054
B3GALT4,17038775
B3GALT6,16657680
B3GAT1,16746450
B3GAT2,17020691
B3GAT3,16739383
B3GNT2,16880527
B3GNT4,16758321
B3GNT5,16948540
B3GNT6,16729323
B3GNT7,16892122
B3GNT8,16872575
B3GNTL1,16850302
B4GALNT1,16766627
B4GALNT2,16835540
B4GALNT3,16746546
B4GALT2,16663812
B4GALT3,16695602
B4GALT4,16957738
B4GALT5,16920169
B4GALT6,16854540
B4GALT7,16993138
B9D1,16842242
B9D2,16872561
BAALC,17071607
BAAT,17096623
BACE1,16744822
BACE2,16922920
BACH1,16922011
BACH2,17021738
BAD,16739872
BAG1,17093204
BAG2,17009853
BAG3,16709856
BAG4,17068003
BAG5,16797014
BAHD1,16799567
BAIAP2,16838750
BAIAP2L1,17060143
BAIAP2L2,16934909
BAIAP3,16814654
BAK1,17018274
BAMBI,16703563
BANF1,16727224
BANK1,16969267
BANP,16821740
BAP1,16954770
BARD1,16907960
BARHL1,17090640
BARX1,17095991
BARX2,16733411
BASP1,16983451
BATF,16786616
BATF2,16740238
BATF3,16699106
BAX,16863922
BAZ1A,16791909
BAZ2A,16766215
BAZ2B,16904039
BAZ2B,16904100
BBOX1,16723062
BBS1,16727462
BBS10,16767788
BBS12,16970399
BBS2,16826718
BBS4,16802771
BBS5,16887259
BBS7,16979526
BBS9,17045032
BBX,16943603
BCAM,16863074
BCAN,16672126
BCAP29,17050224
BCAP31,17115207
BCAR1,16828427
BCAR3,16689706
BCAS1,16920475
BCAS2,16691204
BCAS3,16836697
BCAS4,16914875
BCAT1,16762337
BCAT2,16874082
BCCIP,16710436
BCDIN3D,16764455
BCHE,16961172
BCKDHA,16862504
BCKDHB,17010584
BCKDK,16818165
BCL10,16689060
BCL11A,16897946
BCL11B,16796590
BCL2,16855673
BCL2A1,16812344
BCL2L1,16918244
BCL2L10,16809369
BCL2L11,16884335
BCL2L12,16864234
BCL2L13,16926893
BCL6,16962584
BCL6B,16830284
BCL7A,16758242
BCL7B,17058484
BCL7C,16825897
BCL9,16670114
BCL9L,16745113
BCLAF1,17024020
BCO2,16731225
BCORL1,17106913
BCR,16927907
BCS1L,16890970
BDH1,16963519
BDH2,16978548
BDKRB1,16788036
BDKRB2,16788023
BDNF,16736861
BDP1,16985852
BECN1,16845263
BEGAIN,16796727
BEST1,16725783
BEST3,16767373
BEST4,16686282
BET1,17059840
BET1L,16733808
BEX1,17112918
BEX2,17112969
BEX4,17105694
BEX5,17112855
BFAR,16816020
BFSP1,16917449
BGN,17108003
BHMT,16986566
BHMT2,16986552
BICC1,16705089
BICD1,16749759
BICD2,17095936
BID,16932008
BIK,16930947
BIN1,16902411
BIN2,16764732
BIN3,17075370
BIRC2,16730540
BIRC3,16730522
BIRC5,16838359
BIRC6,16878800
BIRC7,16915868
BLCAP,16919107
BLK,17065750
BLM,16804902
BLMH,16843098
BLNK,16716918
BLOC1S2,16717522
BLVRA,17045555
BLVRB,16872452
BLZF1,16673544
BMF,16807324
BMP1,17066523
BMP2,16911261
BMP2K,16968246
BMP4,16793129
BMP7,16920585
BMP8A,16662890
BMPER,17045078
BMPR1A,16706875
BMPR1B,16969051
BMPR2,16889636
BMS1,16704125
BNC1,16812746
BNC2,17092648
BNIP1,16992488
BNIP2,16810040
BNIP3,16719644
BNIP3L,17067170
BOC,16944010
BOK,16893531
BOLA1,16670391
BOLA3,16899086
BPGM,17051860
BPHL,17004313
BPNT1,16699435
BPTF,16837230
BRAP,16770256
BRCA1,16845349
BRCA2,16773840
BRCC3,17108546
BRD2,17007326
BRD2,17028381
BRD2,17031209
BRD2,17033678
BRD2,17035950
BRD2,17035969
BRD2,17038661
BRD2,17041292
BRD3,17099651
BRD4,16869814
BRD7,16826414
BRD8,17000358
BRD9,16993800
BRE,16878416
BRF1,16797285
BRF2,17076275
BRI3,17048727
BRI3,17048738
BRIP1,16847432
BRMS1,16740752
BRMS1L,16783420
BRPF1,16937309
BRPF3,17007930
BRS3,17107287
BRSK1,16865620
BRSK2,16720679
BRWD1,16925689
BRWD3,17112376
BSDC1,16684700
BSG,16856203
BSN,16940724
BSPRY,17088206
BST1,16965252
BST2,16870200
BTAF1,16707409
BTBD1,16812717
BTBD10,16735952
BTBD11,16756447
BTBD2,16866838
BTBD3,16911463
BTBD6,16789624
BTBD7,16796128
BTBD8,16667105
BTBD9,17018788
BTC,16976868
BTD,16938112
BTF3,16986104
BTG1,16768438
BTG2,16676150
BTG3,16924305
BTG4,16744275
BTK,17112735
BTN1A1,17005729
BTN2A1,17005707
BTN2A2,17005632
BTN3A1,17005655
BTN3A2,17005611
BTN3A3,17005685
BTNL3,16993559
BTNL9,16993574
BTRC,16708468
BUB1,16901755
BUB1B,16799426
BUB3,16710271
BUD13,16744667
BUD31,17048908
BVES,17022139
BYSL,17008544
BZW1,16889346
BZW2,17043822
C10orf10,16713562
C10orf107,16705188
C10orf11,16706350
C10orf12,16707944
C10orf12,16707949
C10orf2,16708370
C10orf25,16713572
C10orf35,16705641
C10orf53,16704826
C10orf54,16715228
C10orf67,16712513
C10orf76,16717835
C10orf82,16718687
C10orf88,16719149
C10orf90,16719457
C10orf91,16710777
C11orf1,16731105
C11orf16,16735513
C11orf21,16734424
C11orf24,16741249
C11orf31,16724973
C11orf45,16746036
C11orf49,16724437
C11orf54,16730106
C11orf57,16731189
C11orf58,16722385
C11orf63,16732716
C11orf65,16744106
C11orf68,16740640
C11orf70,16730487
C11orf71,16744579
C11orf74,16723748
C11orf80,16727570
C12orf10,16751769
C12orf29,16754917
C12orf4,16760162
C12orf42,16769315
C12orf43,16771397
C12orf45,16756228
C12orf49,16770789
C12orf50,16768185
C12orf54,16750597
C12orf56,16767020
C12orf60,16748683
C12orf65,16758569
C14orf1,16794966
C14orf105,16793382
C14orf119,16782251
C14orf166,16784180
C14orf169,16786243
C14orf178,16786984
C14orf28,16783764
C14orf37,16793423
C14orf39,16793585
C14orf79,16789589
C14orf93,16790636
C15orf39,16803134
C15orf40,16812701
C15orf41,16799170
C15orf48,16800630
C15orf52,16807399
C15orf56,16807337
C16orf45,16816186
C16orf46,16828630
C16orf54,16825539
C16orf58,16826019
C16orf59,16815108
C16orf62,16816497
C16orf70,16819961
C16orf71,16815586
C16orf72,16815774
C16orf74,16828897
C16orf78,16818711
C16orf86,16820254
C17orf51,16842484
C17orf53,16834711
C17orf58,16848062
C17orf62,16850246
C17orf75,16843221
C17orf77,16837597
C17orf80,16837451
C18orf21,16851955
C18orf25,16852218
C18orf54,16852445
C18orf8,16851461
C19orf12,16871072
C19orf18,16876065
C19orf24,16856510
C19orf25,16866661
C19orf33,16861641
C19orf43,16869293
C19orf44,16859319
C19orf52,16858339
C19orf53,16858860
C19orf57,16869496
C19orf60,16859832
C1D,16898485
C1GALT1,17043529
C1GALT1C1,17113774
C1QA,16660575
C1QB,16660587
C1QBP,16840284
C1QC,16660581
C1QL1,16845812
C1QTNF1,16838418
C1QTNF2,17002391
C1QTNF4,16738111
C1QTNF6,16934725
C1QTNF7,16965179
C1R,16760691
C1RL,16760714
C1S,16747678
C1orf101,16679517
C1orf106,16675698
C1orf109,16685427
C1orf112,16673557
C1orf115,16677678
C1orf122,16662676
C1orf123,16687328
C1orf131,16700469
C1orf158,16659357
C1orf159,16680038
C1orf162,16668702
C1orf168,16687752
C1orf174,16680935
C1orf194,16690521
C1orf198,16700400
C1orf21,16674973
C1orf210,16686111
C1orf216,16685157
C1orf27,16675174
C1orf35,16700155
C1orf52,16689053
C1orf53,16675533
C1orf54,16670469
C1orf56,16670728
C1orf61,16694556
C1orf64,16659788
C1orf74,16698918
C1orf87,16687931
C1orf94,16662298
C2,17006911
C20orf194,16916712
C20orf196,16911187
C20orf27,16916830
C20orf85,16915213
C20orf96,16916289
C21orf2,16926329
C21orf33,16923521
C21orf58,16926725
C21orf62,16925127
C21orf91,16924327
C22orf15,16928011
C22orf23,16934868
C22orf31,16933555
C22orf39,16932293
C2CD2,16925983
C2CD2,16926006
C2CD2L,16732163
C2CD3,16742002
C2orf16,16878331
C2orf40,16883921
