Genes,ID
DTX3L,225415_at
DTX4,212611_at
DTYMK,1553984_s_at
DUOX1,215800_at
DUOXA1,1555404_a_at
DUOXA2,230615_at
DUS1L,217912_at
DUS3L,224966_s_at
DUS4L,205761_s_at
DUSP1,201041_s_at
DUSP10,221563_at
DUSP11,202703_at
DUSP12,218576_s_at
DUSP13,219963_at
DUSP14,203367_at
DUSP15,230402_at
DUSP15,234829_at
DUSP16,224832_at
DUSP18,227098_at
DUSP19,1552705_at
DUSP2,204794_at
DUSP22,218845_at
DUSP23,223402_at
DUSP26,219144_at
DUSP27,232252_at
DUSP3,201536_at
DUSP4,204015_s_at
DUSP5,209457_at
DUSP6,208891_at
DUSP7,213848_at
DUSP9,205777_at
DUT,208956_x_at
DVL1,203230_at
DVL2,57532_at
DVL3,201908_at
DYDC1,1552993_at
DYDC2,239733_at
DYM,223171_at
DYNC1H1,211928_at
DYNC1I1,205348_s_at
DYNC1I2,211684_s_at
DYNC1LI1,217976_s_at
DYNC1LI2,224616_at
DYNC2H1,219469_at
DYNC2LI1,203763_at
DYNLL1,200703_at
DYNLL2,229106_at
DYNLRB1,217918_at
DYNLRB2,238116_at
DYNLT1,201999_s_at
DYNLT3,203303_at
DYRK1A,209033_s_at
DYRK1B,204954_s_at
DYRK2,202969_at
DYRK3,210151_s_at
DYRK4,212954_at
DYSF,218660_at
DZIP1,204557_s_at
DZIP1L,239785_at
DZIP3,213186_at
E2F1,204947_at
E2F2,228361_at
E2F3,203693_s_at
E2F4,38707_r_at
E2F5,221586_s_at
E2F6,203957_at
E2F7,228033_at
E2F8,219990_at
E4F1,218524_at
EAF1,226952_at
EAF2,219551_at
EAPP,202623_at
EARS2,227374_at
EBAG9,204274_at
EBF2,1562477_at
EBF3,227243_s_at
EBF4,233850_s_at
EBI3,219424_at
EBP,202735_at
EBPL,223306_at
ECD,203013_at
ECE1,201749_at
ECE2,1555306_a_at
ECEL1,219914_at
ECH1,200789_at
ECHDC1,223087_at
ECHDC2,218552_at
ECHDC3,219298_at
ECHS1,201135_at
ECM1,209365_s_at
ECM2,206101_at
ECSIT,218225_at
ECT2,219787_s_at
EDA,206217_at
EDA2R,221399_at
EDAR,220048_at
EDARADD,1553430_a_at
EDC3,219207_at
EDC4,202496_at
EDEM1,203279_at
EDEM2,218282_at
EDEM3,223243_s_at
EDF1,209059_s_at
EDIL3,225275_at
EDN1,222802_at
EDN2,206758_at
EDN3,208399_s_at
EDNRA,204464_s_at
EDNRB,204273_at
EEA1,225885_at
EED,209572_s_at
EEF1A2,204540_at
EEF1D,214394_x_at
EEF2,200094_s_at
EEFSEC,227540_at
EFCAB1,220156_at
EFCAB2,223608_at
EFCAB6,234732_s_at
EFCAB7,226800_at
EFEMP1,201842_s_at
EFEMP2,206580_s_at
EFHB,1557840_at
EFHB,239477_at
EFHC1,219833_s_at
EFHC2,220591_s_at
EFHD1,209343_at
EFHD2,217992_s_at
EFNA1,202023_at
EFNA2,208256_at
EFNA2,238956_at
EFNA3,210132_at
EFNA4,205107_s_at
EFNA5,233814_at
EFNB1,202711_at
EFNB2,202668_at
EFNB3,205031_at
EFR3A,212149_at
EFR3B,227283_at
EFS,204400_at
EFTUD2,222398_s_at
EGF,206254_at
EGFL6,219454_at
EGFL7,218825_at
EGFLAM,226911_at
EGFR,224999_at
EGLN1,223046_at
EGLN3,219232_s_at
EGR1,227404_s_at
EGR2,205249_at
EGR3,206115_at
EGR4,207768_at
EHBP1,212653_s_at
EHBP1L1,1557228_at
EHD1,208112_x_at
EHD2,221870_at
EHD3,218935_at
EHD4,209536_s_at
EHF,225645_at
EHHADH,205222_at
EHMT1,225461_at
EHMT2,202326_at
EI24,208289_s_at
EID1,208669_s_at
EID2,225936_at
EID2B,242470_at
EID3,231292_at
EIF1,211956_s_at
EIF1AD,239377_at
EIF1AX,201019_s_at
EIF1AY,204409_s_at
EIF1B,201738_at
EIF2A,223015_at
EIF2AK1,217736_s_at
EIF2AK2,213294_at
EIF2AK3,218696_at
EIF2AK4,225164_s_at
EIF2B1,201632_at
EIF2B2,202461_at
EIF2B3,218488_at
EIF2B4,209429_x_at
EIF2B5,212351_at
EIF2S1,201144_s_at
EIF2S2,208726_s_at
EIF2S3,224935_at
EIF3A,200595_s_at
EIF3B,203462_x_at
EIF3D,200005_at
EIF3E,208697_s_at
EIF3F,200023_s_at
EIF3G,208887_at
EIF3H,201592_at
EIF3I,208756_at
EIF3J,208985_s_at
EIF3K,212716_s_at
EIF3M,202231_at
EIF4A3,201303_at
EIF4B,211938_at
EIF4E,201437_s_at
EIF4E2,213571_s_at
EIF4E3,225940_at
EIF4EBP1,221539_at
EIF4EBP2,224653_at
EIF4ENIF1,218626_at
EIF4G1,208625_s_at
EIF4G2,200004_at
EIF4G3,201935_s_at
EIF4H,206621_s_at
EIF5,208706_s_at
EIF5A2,235296_at
EIF5B,201024_x_at
EIF6,210213_s_at
ELAC1,222869_s_at
ELAC2,201767_s_at
ELAVL1,201726_at
ELAVL2,228260_at
ELAVL3,227612_at
ELAVL4,238073_at
ELF1,212418_at
ELF2,203822_s_at
ELF3,210827_s_at
ELF4,31845_at
ELF5,220625_s_at
ELFN1,229581_at
ELFN2,1559072_a_at
ELK1,203617_x_at
ELK3,221773_at
ELK4,225159_s_at
ELL,204096_s_at
ELL2,226099_at
ELL3,219517_at
ELMO1,204513_s_at
ELMO2,55692_at
ELMO3,219411_at
ELMOD2,226502_at
ELN,212670_at
ELOF1,225156_at
ELOVL2,213712_at
ELOVL4,219532_at
ELOVL5,208788_at
ELOVL6,204256_at
ELOVL7,227180_at
ELP2,231713_s_at
ELP3,227075_at
ELP4,203829_at
EMCN,222885_at
EMD,209477_at
EME1,234464_s_at
EMG1,209233_at
EMID1,213779_at
EMILIN1,204163_at
EMILIN2,224374_s_at
EMILIN3,228307_at
EML1,204797_s_at
EML2,204398_s_at
EML3,203442_x_at
EMP1,201324_at
EMP2,225078_at
EMP3,203729_at
EMX1,215264_at
EMX2,221950_at
EN1,220559_at
EN2,207060_at
ENAH,222433_at
ENC1,201341_at
ENDOD1,212573_at
ENDOG,204824_at
ENG,201809_s_at
ENO1,201231_s_at
ENO2,201313_at
ENOPH1,217956_s_at
ENOSF1,204142_at
ENOSF1,217690_at
ENOX1,219501_at
ENOX2,204643_s_at
ENPEP,204844_at
ENPP1,205066_s_at
ENPP2,209392_at
ENPP3,232737_s_at
ENPP4,204160_s_at
ENPP5,227803_at
ENPP6,229916_at
ENPP7,238245_at
ENSA,202596_at
ENTHD1,1552393_at
ENTPD1,209473_at
ENTPD2,230430_at
ENTPD3,206191_at
ENTPD4,204076_at
ENTPD5,205757_at
ENTPD6,201704_at
ENTPD7,235204_at
ENY2,218482_at
EOMES,231776_at
EP300,202221_s_at
EP400,212375_at
EP400NL,229892_at
EPAS1,200878_at
EPB41,225051_at
EPB41L1,212339_at
EPB41L2,201719_s_at
EPB41L3,212681_at
EPB41L4A,228256_s_at
EPB41L4B,220161_s_at
EPB41L5,225855_at
EPC2,225838_at
EPDR1,223253_at
EPHA10,236073_at
EPHA2,203499_at
EPHA3,206070_s_at
EPHA4,227449_at
EPHA5,237939_at
EPHA6,1561396_at
EPHA7,229288_at
EPHA8,1554069_at
EPHB1,230425_at
EPHB2,209589_s_at
EPHB3,204600_at
EPHB4,202894_at
EPHB6,204718_at
EPHX1,202017_at
EPHX2,209368_at
EPM2A,205231_s_at
EPM2AIP1,202909_at
EPN1,226667_x_at
EPN3,223895_s_at
EPO,207257_at
EPRS,200843_s_at
EPS15,217887_s_at
EPS15L1,222113_s_at
EPS8,202609_at
EPS8L1,218778_x_at
EPS8L2,218180_s_at
EPSTI1,227609_at
EPYC,206439_at
ERAL1,212087_s_at
ERAP1,209788_s_at
ERAP2,227462_at
ERBB2,216836_s_at
ERBB3,226213_at
ERBB4,214053_at
ERC1,226049_at
ERC2,213938_at
ERCC1,203720_s_at
ERCC2,213468_at
ERCC3,202176_at
ERCC4,235215_at
ERCC6L,219650_at
ERCC8,205162_at
ERCC8,220716_at
EREG,205767_at
ERF,203643_at
ERG,241926_s_at
ERGIC1,224576_at
ERGIC2,226422_at
ERGIC3,216032_s_at
ERH,200043_at
ERICH1,227017_at
ERICH1,236467_at
ERLIN1,202441_at
ERLIN2,221543_s_at
ERMAP,219905_at
ERMN,231911_at
ERMP1,222603_at
ERN1,235745_at
ERN2,214372_x_at
ERP27,227450_at
ERP29,201216_at
ERRFI1,224657_at
ESAM,225369_at
ESCO1,226866_at
ESCO2,1564473_at
ESD,215096_s_at
ESF1,218859_s_at
ESM1,208394_x_at
ESPL1,38158_at
ESPN,219422_at
ESPNL,1557000_at
ESR1,211627_x_at
ESR2,211119_at
ESRRA,1487_at
ESRRB,1556156_at
ESRRG,207981_s_at
ESX1,1552445_a_at
ETAA1,219216_at
ETF1,201574_at
ETFA,201931_at
ETFB,202942_at
ETFDH,205530_at
ETHE1,204034_at
ETNK1,225290_at
ETNK2,219268_at
ETS1,224833_at
ETS2,201328_at
ETV1,221911_at
ETV3,227200_at
ETV4,211603_s_at
ETV5,203349_s_at
ETV7,221680_s_at
EVC,219432_at
EVC2,229974_at
EVI2A,204774_at
EVI2B,211742_s_at
EVI5,209717_at
EVI5L,226411_at
EVI5L,242534_at
EVL,217838_s_at
EVX1,207914_x_at
EWSR1,209214_s_at
EXO1,204603_at
EXOC1,222127_s_at
EXOC2,226270_at
EXOC3,212630_at
EXOC3L2,1552889_a_at
EXOC4,224926_at
EXOC5,225084_at
EXOC6,226259_at
EXOC6B,225900_at
EXOC7,212034_s_at
EXOC8,227577_at
EXOSC1,222609_s_at
EXOSC10,207541_s_at
EXOSC2,209527_at
EXOSC3,227916_x_at
EXOSC4,218695_at
EXOSC5,218481_at
EXOSC6,227696_at
EXOSC7,212627_s_at
EXOSC8,215136_s_at
EXOSC9,205061_s_at
EXPH5,213929_at
EXT1,201995_at
EXT2,202012_s_at
EXTL1,206329_at
EXTL2,209537_at
EXTL3,209202_s_at
EYA1,214608_s_at
EYA2,209692_at
EYA3,226170_at
EYA4,238877_at
EZH1,203249_at
EZH2,203358_s_at
F10,205620_at
F11,1569592_a_at
F12,205774_at
F13A1,203305_at
F2R,203989_x_at
F2RL1,213506_at
F2RL2,230147_at
F3,204363_at
F5,204714_s_at
F7,237414_at
F8,205756_s_at
FA2H,219429_at
FAAH,204231_s_at
FAAH2,230792_at
FABP2,207475_at
FABP3,214285_at
FABP4,203980_at
FABP6,210445_at
FABP7,205030_at
FADD,202535_at
FADS2,202218_s_at
FADS3,204257_at
FAF1,224217_s_at
FAH,202862_at
FAHD1,227960_s_at
FAHD2A,222056_s_at
FAHD2A,235418_at
FAIM,220643_s_at
FAIM2,203619_s_at
FAM101B,226905_at
FAM102A,212400_at
FAM102B,226568_at
FAM103A1,225210_s_at
FAM104A,225319_s_at
FAM104B,227869_at
FAM105A,244650_at
FAM107A,209074_s_at
FAM107B,223058_at
FAM109A,229690_at
FAM109B,226504_at
FAM110A,226584_s_at
FAM110B,228790_at
FAM110C,226863_at
FAM111A,218248_at
FAM111B,1557129_a_at
FAM114A1,213455_at
FAM117A,221249_s_at
FAM118A,226475_at
FAM118B,223386_at
FAM120A,200774_at
FAM120AOS,225395_s_at
FAM120B,227895_at
FAM120C,229512_at
FAM122B,222673_x_at
FAM122C,1552323_s_at
FAM124A,230519_at
FAM124B,220637_at
FAM126A,227239_at
FAM126B,229460_at
FAM127A,201828_x_at
FAM127B,217948_at
FAM129A,217967_s_at
FAM129B,223019_at
FAM129C,1569422_at
FAM131A,221904_at
FAM131B,205368_at
FAM131C,235455_at
FAM132A,243292_at
FAM133A,231131_at
FAM134B,218532_s_at
FAM134C,212697_at
FAM135A,223497_at
FAM149A,214890_s_at
FAM149B1,213463_s_at
FAM150B,238018_at
FAM155B,206299_at
FAM19A1,230923_at
FAM19A2,241399_at
FAM19A4,242348_at
FAM19A5,229459_at
FAM20A,241981_at
FAM20B,202915_s_at
FAM20C,226722_at
FAM26E,232217_at
FAM26F,229390_at
FAM32A,201863_at
FAM35A,220547_s_at
FAM3A,38043_at
FAM3B,227194_at
FAM3C,201889_at
FAM43A,227410_at
FAM43B,1569256_a_at
FAM46A,221766_s_at
FAM46B,229518_at
FAM46C,226811_at
FAM49A,209683_at
FAM49B,217916_s_at
FAM50A,203262_s_at
FAM50B,205775_at
FAM53B,203206_at
FAM53C,218023_s_at
FAM57A,218898_at
FAM57B,227781_x_at
FAM58A,226466_s_at
FAM60A,220147_s_at
FAM63A,226062_x_at
FAM63B,37802_r_at
FAM64A,221591_s_at
FAM65A,45749_at
FAM69A,216044_x_at
FAM69B,229002_at
FAM71A,1552383_at
FAM71E1,229289_at
FAM71F1,231466_at
FAM76A,228604_at
FAM76B,226753_at
FAM81A,227756_at
FAM81B,240065_at
FAM83C,1563805_a_at
FAM83D,225687_at
FAM83E,220312_at
FAM83H,226129_at
FAM84A,225667_s_at
FAM84B,225864_at
FAM89B,32209_at
FAM8A1,203420_at
FAM91A1,226294_x_at
FAM92A1,228011_at
FAM96A,224779_s_at
FAM96B,218074_at
FAM98A,212333_at
FAM98B,225086_at
FAM98C,227951_s_at
FAM9A,1555133_at
FAM9C,244644_at
FANCA,215530_at
FANCB,1553244_at
FANCC,205189_s_at
FANCD2,242560_at
FANCE,220255_at
FANCG,203564_at
FANCI,213007_at
FANCL,218397_at
FANCM,231971_at
FANK1,232968_at
FAP,209955_s_at
FARP1,201911_s_at
FARP1,237767_at
FARP2,204511_at
FARS2,204283_at
FARSA,202159_at
FARSB,223035_s_at
FAS,204780_s_at
FASN,212218_s_at
FASTK,214114_x_at
FASTKD1,219002_at
FASTKD2,216996_s_at
FASTKD3,219200_at
FAT2,208153_s_at
FAT4,219427_at
FAU,200019_s_at
FBL,211623_s_at
FBLIM1,225258_at
FBLN1,202994_s_at
FBLN2,203886_s_at
FBLN5,203088_at
FBLN7,229247_at
FBN1,202766_s_at
FBN2,203184_at
FBN3,240117_at
FBP1,209696_at
FBP2,206844_at
FBRS,218255_s_at
FBXL12,220127_s_at
FBXL13,1553798_a_at
FBXL14,213145_at
FBXL15,218938_at
FBXL16,227641_at
FBXL18,227500_at
FBXL19,228277_at
FBXL2,214436_at
FBXL20,226842_at
FBXL21,1555412_at
FBXL3,225132_at
FBXL4,209943_at
FBXL5,209004_s_at
FBXL7,213249_at
FBXL8,220080_at
FBXO11,222119_s_at
FBXO15,231472_at
FBXO16,228427_at
FBXO17,220233_at
FBXO18,224683_at
FBXO2,219305_x_at
FBXO21,212231_at
FBXO22,225734_at
FBXO24,223941_at
FBXO25,225591_at
FBXO27,235169_at
FBXO28,202271_at
FBXO3,218432_at
FBXO30,226541_at
FBXO31,224162_s_at
FBXO32,225803_at
FBXO33,226970_at
FBXO34,218539_at
FBXO36,236525_at
FBXO38,221257_x_at
FBXO39,1552830_at
FBXO4,223493_at
FBXO40,222954_at
FBXO42,221813_at
FBXO44,223517_at
FBXO45,225099_at
FBXO46,205310_at
FBXO5,218875_s_at
FBXO6,231769_at
FBXO7,201178_at
FBXO8,1554806_a_at
FBXO9,212987_at
FBXW11,209455_at
FBXW2,209630_s_at
FBXW4,221519_at
FBXW5,223050_s_at
FBXW7,229419_at
FBXW8,231883_at
FBXW9,223419_at
FCER1A,211734_s_at
FCER1G,204232_at
FCER2,206759_at
FCF1,215567_at
FCF1,219927_at
FCGBP,203240_at
FCGR2A,203561_at
FCGR2B,210889_s_at
FCGRT,218831_s_at
FCHO1,213669_at
FCHO2,228220_at
FCHSD1,226698_at
FCHSD2,203620_s_at
FCN1,205237_at
FCN2,1559577_at
FCN3,205866_at
FCRL1,243968_x_at
FCRL4,224403_at
FCRL5,231647_s_at
FCRLA,235372_at
FCRLB,238452_at
FDPS,201275_at
FDX1,203647_s_at
FDX1L,226451_at
FDXR,207813_s_at
FECH,203116_s_at
FEM1A,223175_s_at
FEM1B,212367_at
FEM1C,213341_at
FEN1,204767_s_at
FER,227579_at
FERD3L,1553517_at
FERMT1,218796_at
FERMT2,209210_s_at
FERMT3,223303_at
FES,205418_at
FEV,207260_at
FEZ1,203562_at
FEZ2,215000_s_at
FEZF2,233972_s_at
FGD1,204819_at
FGD2,1553906_s_at
FGD3,227811_at
FGD4,227948_at
FGD5,226985_at
FGD6,1555137_a_at
FGF1,205117_at
FGF10,231762_at
FGF11,227271_at
FGF12,214589_at
FGF12,238521_at
FGF13,205110_s_at
FGF14,230231_at
FGF17,221376_at
FGF18,231382_at
FGF19,223761_at
FGF2,204422_s_at
FGF20,220394_at
FGF23,221166_at
FGF3,214571_at
FGF4,206783_at
FGF5,210310_s_at
FGF6,208417_at
FGF7,1555102_at
FGF8,208449_s_at
FGF9,239178_at
FGFBP2,223836_at
FGFBP3,238453_at
FGFR1,211535_s_at
FGFR1OP,214124_x_at
FGFR1OP2,233898_s_at
FGFR2,203638_s_at
FGFR3,204379_s_at
FGFR4,204579_at
FGFRL1,223321_s_at
FGGY,219718_at
FGL1,205305_at
FGL2,227265_at
FGR,208438_s_at
FH,214170_x_at
FHAD1,1563830_a_at
FHDC1,226599_at
FHIT,206492_at
FHL1,201540_at
FHL2,202949_s_at
FHL3,218818_at
FHL5,220170_at
FHOD1,218530_at
FHOD3,218980_at
FIBCD1,238943_at
FIBIN,226769_at
FIBP,202041_s_at
FICD,219910_at
FIG4,203656_at
FIGN,242828_at
FIGNL1,222843_at
FILIP1,1556325_at
FILIP1L,204135_at
FIP1L1,221007_s_at
FIS1,218034_at
FIZ1,226967_at
FJX1,219522_at
FKBP10,219249_s_at
FKBP11,219117_s_at
FKBP14,230728_at
FKBP15,212663_at
FKBP1B,206857_s_at
FKBP2,203391_at
FKBP3,218003_s_at
FKBP4,200895_s_at
FKBP7,224002_s_at
FKBP8,208255_s_at
FKBP9,212169_at
FKBPL,219187_at
FKRP,227882_at
FKTN,205283_at
FLAD1,212541_at
FLCN,1552664_at
FLG,215704_at
FLI1,204236_at
FLI1,211825_s_at
FLII,222065_s_at
FLJ35934,1557895_at
FLJ42627,220352_x_at
FLNA,213746_s_at
FLNB,208614_s_at
FLNC,207876_s_at
FLOT1,208749_x_at
FLOT2,201350_at
FLRT1,210414_at
FLRT3,222853_at
FLT1,222033_s_at
FLT3,206674_at
FLT3LG,210607_at
FLT4,234379_at
FLVCR1,228191_at
FLVCR2,219316_s_at
FLYWCH1,223950_s_at
FLYWCH2,226079_at
FMN1,1570156_s_at
FMN2,223618_at
FMNL1,204789_at
FMNL2,226184_at
FMNL3,238823_at
FMO1,205666_at
FMO2,228268_at
FMO3,40665_at
FMO4,206263_at
FMO5,205776_at
FMOD,202709_at
FMR1,215245_x_at
FMR1NB,1552906_at
FN1,211719_x_at
FN3K,219744_at
FN3KRP,218210_at
FNBP1,212288_at
FNBP1L,215017_s_at
FNBP4,212232_at
FNDC1,226930_at
FNDC3A,202304_at
FNDC4,218843_at
FNDC5,226096_at
FNDC8,220499_at
FNIP1,228768_at
FNIP2,225922_at
FNTA,200090_at
FOLR1,211074_at
FOLR2,204829_s_at
FOS,209189_at
FOSB,202768_at
FOSL1,204420_at
FOSL2,225262_at
FOXA1,237086_at
FOXA2,40284_at
FOXA3,228463_at
FOXB1,208513_at
FOXC1,1553613_s_at
FOXC2,239058_at
FOXD1,206307_s_at
FOXD2,207653_at
FOXD3,241612_at
FOXE1,206912_at
FOXE3,220621_at
FOXF1,205935_at
FOXF2,206377_at
FOXG1,206018_at
FOXH1,231407_s_at
FOXJ1,205906_at
FOXJ2,203734_at
FOXJ3,206015_s_at
FOXK1,226715_at
FOXK2,203064_s_at
FOXL1,243409_at
FOXL2,220102_at
FOXM1,202580_x_at
FOXN2,226711_at
FOXN3,222494_at
FOXN4,1562695_at
FOXO1,202724_s_at
FOXO3,224891_at
FOXO4,205451_at
FOXP1,224837_at
FOXP2,243278_at
FOXP3,221334_s_at
FOXP4,227120_at
FOXQ1,227475_at
FOXRED1,223128_at
FOXRED2,231846_at
FOXS1,229731_at
FPGS,202945_at
FPR1,205119_s_at
FPR2,210772_at
FPR3,230422_at
FRAS1,226145_s_at
FRAT1,219889_at
FRAT2,209864_at
FREM1,228233_at
FREM3,243337_at
FRK,207178_s_at
FRMD1,220819_at
FRMD3,230645_at
FRMD4A,225163_at
FRMD4B,213056_at
FRMD5,230831_at
FRMD6,225464_at
FRMD7,233047_at
FRMD8,227964_at
FRMPD1,206774_at
FRMPD3,236688_at
FRMPD4,239290_at
FRS2,226045_at
FRS3,219907_at
FRY,204072_s_at
FRYL,212546_s_at
FRZB,203697_at
FRZB,231273_x_at
FSCB,224274_at
FSCN1,210933_s_at
FSCN2,207204_at
FSD1,219170_at
FSD1L,242586_at
FSIP1,1553622_a_at
FST,204948_s_at
FSTL1,208782_at
FSTL3,203592_s_at
FSTL4,1564511_a_at
FSTL5,232010_at
FTCD,233741_at
FTH1,200748_s_at
FTL,212788_x_at
FTO,209702_at
FTSJ1,205324_s_at
FTSJ3,218103_at
FUBP1,214093_s_at
FUBP3,212824_at
FUCA1,202838_at
FUCA2,223120_at
FUK,226072_at
FUNDC1,235346_at
FUNDC2,223042_s_at
FURIN,201945_at
FUS,200959_at
FUT1,206109_at
FUT10,235472_at
FUT2,210608_s_at
FUT3,214088_s_at
FUT4,209893_s_at
FUT5,211225_at
FUT6,211465_x_at
FUT7,217696_at
FUT8,203988_s_at
FUT9,214046_at
FUZ,221187_s_at
FXN,205565_s_at
FXR1,201637_s_at
FXR2,35265_at
FXYD1,205384_at
FXYD3,202488_s_at
FXYD5,218084_x_at
FXYD7,220131_at
FYB,211795_s_at
FYCO1,218204_s_at
FYN,210105_s_at
FYTTD1,224641_at
FZD1,204451_at
FZD10,219764_at
FZD2,210220_at
FZD3,239082_at
FZD4,218665_at
FZD5,221245_s_at
FZD6,203987_at
FZD7,203706_s_at
FZD9,207639_at
FZR1,209416_s_at
G0S2,213524_s_at
G3BP1,201503_at
G3BP2,208841_s_at
G6PC3,44654_at
G6PD,202275_at
GAA,202812_at
GAB1,229114_at
GAB2,203853_s_at
GAB3,228410_at
GABARAP,200645_at
GABARAPL1,208868_s_at
GABARAPL2,209046_s_at
GABBR1,203146_s_at
GABBR2,209990_s_at
GABPA,227428_at
GABPB2,228466_at
GABRA1,244118_at
GABRA2,207014_at
GABRA3,207210_at
GABRA4,233437_at
GABRA5,206456_at
GABRA5,217280_x_at
GABRA6,207182_at
GABRB2,1557122_s_at
GABRB3,227690_at
GABRD,230255_at
GABRG1,241805_at
GABRG2,1568612_at
GABRG3,216895_at
GABRQ,238123_at
GABRR1,206525_at
GABRR2,208217_at
GAD1,205278_at
GAD2,206780_at
GADD45A,203725_at
GADD45B,207574_s_at
GADD45G,204121_at
GADD45GIP1,212891_s_at
GAK,40225_at
GAL,214240_at
GAL3ST1,205670_at
GAL3ST3,1553257_at
GAL3ST4,219815_at
GALC,204417_at
GALE,202528_at
GALK1,229458_s_at
GALK2,205219_s_at
GALM,234974_at
GALNS,206335_at
GALNT1,201722_s_at
GALNT10,212256_at
GALNT11,219013_at
GALNT12,218885_s_at
GALNT13,234472_at
GALNT14,219271_at
GALNT2,217788_s_at
GALNT3,203397_s_at
GALNT6,219956_at
GALNT7,218313_s_at
GALNT9,229451_at
GALNTL5,233150_at
GALP,224242_at
GALR1,220821_at
GALT,203179_at
GAMT,205354_at
GAN,220124_at
GANAB,214626_s_at
GAP43,204471_at
GAPDH,213453_x_at
GAPVD1,212802_s_at
GARNL3,223604_at
GARS,208693_s_at
GART,212378_at
GAS1,204457_s_at
GAS2,205848_at
GAS2L1,31874_at
GAS2L2,1552596_at
GAS2L3,238756_at
GAS6,202177_at
GAS7,202192_s_at
GAS8,204921_at
GAST,208138_at
GATA2,209710_at
GATA3,209604_s_at
GATA4,205517_at
GATA5,238095_at
GATA6,210002_at
GATAD1,214718_at
GATAD2A,234294_x_at
GATAD2B,238076_at
GATC,225430_at
GATM,1566860_at
GATM,203178_at
GBA2,224627_at
GBA3,222943_at
GBAS,201816_s_at
GBE1,203282_at
GBF1,201439_at
GBP2,202748_at
GBP3,223434_at
GBP4,235175_at
GBP5,238581_at
GBP6,1559606_at
GBX2,210560_at
GCA,203765_at
GCAT,205164_at
GCC1,218912_at
GCC2,202832_at
GCDH,203500_at
GCG,206422_at
GCGR,210565_at
GCH1,204224_s_at
GCHFR,204867_at
GCK,211167_s_at
GCLC,202923_s_at
GCLM,203925_at
GCNT1,239761_at
GCNT2,230788_at
GCNT3,219508_at
GCNT4,220831_at
GDA,224209_s_at
GDAP1,226269_at
GDAP1L1,219668_at
GDAP2,1554154_at
GDE1,226214_at
GDF11,226232_at
GDF15,221577_x_at
GDF3,220053_at
GDF5,206614_at
GDI1,201864_at
GDI2,200009_at
GDPD1,238681_at
GDPD2,220291_at
GDPD3,219722_s_at
GDPD5,32502_at
GEM,204472_at
GEMIN4,205527_s_at
GEMIN5,225712_at
GEMIN6,219539_at
GEMIN7,222821_s_at
GEMIN8,230758_at
GEN1,1557267_s_at
GEN1,228286_at
GFAP,203540_at
GFER,204659_s_at
GFI1,206589_at
GFM1,225153_at
GFM2,225392_at
GFOD1,1554486_a_at
GFOD1,219821_s_at
GFOD2,214076_at
GFPT1,227027_at
GFPT2,205100_at
GFRA1,227550_at
GFRA2,205721_at
GGA1,50277_at
GGA2,208913_at
GGA3,209411_s_at
GGCX,213705_at
GGCX,214005_at
GGH,203560_at
GGN,231420_at
GGNBP2,233936_s_at
GGPS1,202322_s_at
GGT5,205582_s_at
GGT7,226470_at
GGTLC1,211416_x_at
GHDC,227159_at
GHITM,209249_s_at
GHR,205498_at
GIGYF1,226768_at
GIGYF2,212261_at
GIMAP2,232024_at
GIMAP4,219243_at
GIMAP6,219777_at
GIMAP7,228071_at
GIMAP8,235306_at
GIN1,219467_at
GINS1,206102_at
GINS2,221521_s_at
GINS3,218719_s_at
GINS4,211767_at
GIPC1,207525_s_at
GIPC2,219970_at
GIPC3,236730_at
GIPR,208105_at
GIT1,218030_at
GIT2,225558_at
GJA1,201667_at
GJA3,239572_at
GJA4,204904_at
GJA5,226701_at
GJB1,204973_at
GJB2,223278_at
GJB3,215243_s_at
GJB6,231771_at
GJC1,228776_at
GJC2,207025_at
GJD2,221407_at
GJD3,230025_at
GJD4,234116_at
GK5,238121_at
GKAP1,234192_s_at
GKN2,238222_at
GLA,214430_at
GLB1L,206540_at
GLB1L2,213713_s_at
GLB1L3,1569886_a_at
GLCCI1,227525_at
GLCE,213552_at
GLDC,204836_at
GLDN,230360_at
GLE1,225371_at
GLG1,214730_s_at
GLI1,206646_at
GLI2,228537_at
GLI3,227376_at
GLIPR1,214085_x_at
GLIS1,244128_x_at
GLIS2,223378_at
GLIS3,229435_at
GLMN,207153_s_at
GLO1,200681_at
GLOD4,209092_s_at
GLP1R,208401_s_at
GLRA2,207462_at
GLRA3,210661_at
GLRB,205280_at
GLRX,206662_at
GLRX2,219933_at
GLRX3,209080_x_at
GLRX5,221932_s_at
GLS,221510_s_at
GLS2,205531_s_at
GLT1D1,229770_at
GLT8D1,218146_at
GLT8D2,227070_at
GLTP,226177_at
GLTSCR1,219445_at
GLUD2,215794_x_at
GLUL,215001_s_at
GLYAT,206930_at
GLYATL1,1562089_at
GLYATL2,1554712_a_at
GLYCTK,242341_x_at
GM2A,212737_at
GMCL1,239355_at
GMDS,214106_s_at
GMEB1,235232_at
GMEB2,222251_s_at
GMFB,202544_at
GMFG,204220_at
GMIP,218913_s_at
GMNN,218350_s_at
GMPPA,218070_s_at
GMPR,204187_at
GMPR2,217990_at
GMPS,214431_at
GNA11,213766_x_at
GNA12,224681_at
GNA14,220108_at
GNA15,205349_at
GNAI1,227692_at
GNAI2,201040_at
GNAI3,201180_s_at
GNAL,213924_at
GNAO1,231951_at
